Condition	Info	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5
2564	't_info', 'Same' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_25,1.000,3.000,150.000,150.000)	Pic(rect_25,1.000,3.000,150.000,150.000)	Pic(rect_65,1.000,-3.000,150.000,150.000)	Pic(rect_65,1.000,-3.000,150.000,150.000)	
2565	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_150,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	
2566	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_150,1.000,3.000,150.000,150.000)	Pic(rect_150,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	
2567	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_120,1.000,3.000,150.000,150.000)	Pic(rect_5,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	
2568	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_120,1.000,3.000,150.000,150.000)	Pic(rect_120,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	
2569	't_info', 'T1 Change' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_90,1.000,3.000,150.000,150.000)	Pic(rect_155,1.000,-3.000,150.000,150.000)	Pic(rect_155,1.000,-3.000,150.000,150.000)	
2570	't_info', 'Same' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_155,1.000,-3.000,150.000,150.000)	Pic(rect_155,1.000,-3.000,150.000,150.000)	
2571	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_25,1.000,3.000,150.000,150.000)	Pic(rect_140,1.000,3.000,150.000,150.000)	Pic(rect_170,1.000,-3.000,150.000,150.000)	Pic(rect_170,1.000,-3.000,150.000,150.000)	
2572	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_25,1.000,3.000,150.000,150.000)	Pic(rect_25,1.000,3.000,150.000,150.000)	Pic(rect_170,1.000,-3.000,150.000,150.000)	Pic(rect_170,1.000,-3.000,150.000,150.000)	
2573	't_info', 'T1 Change' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_150,1.000,3.000,150.000,150.000)	Pic(rect_50,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	
2574	't_info', 'Same' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_150,1.000,3.000,150.000,150.000)	Pic(rect_150,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	
2575	't_info', 'T1 Change' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_95,1.000,3.000,150.000,150.000)	Pic(rect_75,1.000,3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	
2576	't_info', 'Same' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_95,1.000,3.000,150.000,150.000)	Pic(rect_95,1.000,3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	
2577	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_180,1.000,3.000,150.000,150.000)	Pic(rect_110,1.000,3.000,150.000,150.000)	Pic(rect_175,1.000,-3.000,150.000,150.000)	Pic(rect_175,1.000,-3.000,150.000,150.000)	
2578	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_180,1.000,3.000,150.000,150.000)	Pic(rect_180,1.000,3.000,150.000,150.000)	Pic(rect_175,1.000,-3.000,150.000,150.000)	Pic(rect_175,1.000,-3.000,150.000,150.000)	
2579	't_info', 'T1 Change' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_90,1.000,3.000,150.000,150.000)	Pic(rect_80,1.000,3.000,150.000,150.000)	Pic(rect_140,1.000,-3.000,150.000,150.000)	Pic(rect_140,1.000,-3.000,150.000,150.000)	
2580	't_info', 'Same' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_90,1.000,3.000,150.000,150.000)	Pic(rect_90,1.000,3.000,150.000,150.000)	Pic(rect_140,1.000,-3.000,150.000,150.000)	Pic(rect_140,1.000,-3.000,150.000,150.000)	
2581	't_info', 'T1 Change' 	1 	3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_135,1.000,3.000,150.000,150.000)	Pic(rect_80,1.000,3.000,150.000,150.000)	Pic(rect_10,1.000,-3.000,150.000,150.000)	Pic(rect_10,1.000,-3.000,150.000,150.000)	
2582	't_info', 'Same' 	1 	3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_135,1.000,3.000,150.000,150.000)	Pic(rect_135,1.000,3.000,150.000,150.000)	Pic(rect_10,1.000,-3.000,150.000,150.000)	Pic(rect_10,1.000,-3.000,150.000,150.000)	
2583	't_info', 'T1 Change' 	1 	3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_20,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,3.000,150.000,150.000)	Pic(rect_120,1.000,-3.000,150.000,150.000)	Pic(rect_120,1.000,-3.000,150.000,150.000)	
2584	't_info', 'Same' 	1 	3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_20,1.000,3.000,150.000,150.000)	Pic(rect_20,1.000,3.000,150.000,150.000)	Pic(rect_120,1.000,-3.000,150.000,150.000)	Pic(rect_120,1.000,-3.000,150.000,150.000)	
2585	't_info', 'T1 Change' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_10,1.000,3.000,150.000,150.000)	Pic(rect_105,1.000,3.000,150.000,150.000)	Pic(rect_130,1.000,-3.000,150.000,150.000)	Pic(rect_130,1.000,-3.000,150.000,150.000)	
2586	't_info', 'Same' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_10,1.000,3.000,150.000,150.000)	Pic(rect_10,1.000,3.000,150.000,150.000)	Pic(rect_130,1.000,-3.000,150.000,150.000)	Pic(rect_130,1.000,-3.000,150.000,150.000)	
2587	't_info', 'T1 Change' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_20,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	
2588	't_info', 'Same' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_20,1.000,3.000,150.000,150.000)	Pic(rect_20,1.000,3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	
2589	't_info', 'T1 Change' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_25,1.000,3.000,150.000,150.000)	Pic(rect_160,1.000,3.000,150.000,150.000)	Pic(rect_170,1.000,-3.000,150.000,150.000)	Pic(rect_170,1.000,-3.000,150.000,150.000)	
2590	't_info', 'Same' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_25,1.000,3.000,150.000,150.000)	Pic(rect_25,1.000,3.000,150.000,150.000)	Pic(rect_170,1.000,-3.000,150.000,150.000)	Pic(rect_170,1.000,-3.000,150.000,150.000)	
2591	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_5,1.000,3.000,150.000,150.000)	Pic(rect_70,1.000,3.000,150.000,150.000)	Pic(rect_35,1.000,-3.000,150.000,150.000)	Pic(rect_35,1.000,-3.000,150.000,150.000)	
2592	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_5,1.000,3.000,150.000,150.000)	Pic(rect_5,1.000,3.000,150.000,150.000)	Pic(rect_35,1.000,-3.000,150.000,150.000)	Pic(rect_35,1.000,-3.000,150.000,150.000)	
2593	't_info', 'T1 Change' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_100,1.000,3.000,150.000,150.000)	Pic(rect_20,1.000,3.000,150.000,150.000)	Pic(rect_10,1.000,-3.000,150.000,150.000)	Pic(rect_10,1.000,-3.000,150.000,150.000)	
2594	't_info', 'Same' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_100,1.000,3.000,150.000,150.000)	Pic(rect_100,1.000,3.000,150.000,150.000)	Pic(rect_10,1.000,-3.000,150.000,150.000)	Pic(rect_10,1.000,-3.000,150.000,150.000)	
2595	't_info', 'T1 Change' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_175,1.000,3.000,150.000,150.000)	Pic(rect_65,1.000,-3.000,150.000,150.000)	Pic(rect_65,1.000,-3.000,150.000,150.000)	
2596	't_info', 'Same' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_65,1.000,-3.000,150.000,150.000)	Pic(rect_65,1.000,-3.000,150.000,150.000)	
2597	't_info', 'T1 Change' 	1 	2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_120,1.000,3.000,150.000,150.000)	Pic(rect_15,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	
2598	't_info', 'Same' 	1 	2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_120,1.000,3.000,150.000,150.000)	Pic(rect_120,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	
2599	't_info', 'T1 Change' 	1 	2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_10,1.000,3.000,150.000,150.000)	Pic(rect_85,1.000,3.000,150.000,150.000)	Pic(rect_30,1.000,-3.000,150.000,150.000)	Pic(rect_30,1.000,-3.000,150.000,150.000)	
2600	't_info', 'Same' 	1 	2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_10,1.000,3.000,150.000,150.000)	Pic(rect_10,1.000,3.000,150.000,150.000)	Pic(rect_30,1.000,-3.000,150.000,150.000)	Pic(rect_30,1.000,-3.000,150.000,150.000)	
2601	't_info', 'T1 Change' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_180,1.000,3.000,150.000,150.000)	Pic(rect_80,1.000,3.000,150.000,150.000)	Pic(rect_175,1.000,-3.000,150.000,150.000)	Pic(rect_175,1.000,-3.000,150.000,150.000)	
2602	't_info', 'Same' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_180,1.000,3.000,150.000,150.000)	Pic(rect_180,1.000,3.000,150.000,150.000)	Pic(rect_175,1.000,-3.000,150.000,150.000)	Pic(rect_175,1.000,-3.000,150.000,150.000)	
2603	't_info', 'T1 Change' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_135,1.000,3.000,150.000,150.000)	Pic(rect_105,1.000,3.000,150.000,150.000)	Pic(rect_100,1.000,-3.000,150.000,150.000)	Pic(rect_100,1.000,-3.000,150.000,150.000)	
2604	't_info', 'Same' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_135,1.000,3.000,150.000,150.000)	Pic(rect_135,1.000,3.000,150.000,150.000)	Pic(rect_100,1.000,-3.000,150.000,150.000)	Pic(rect_100,1.000,-3.000,150.000,150.000)	
2605	't_info', 'T1 Change' 	1 	3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_130,1.000,3.000,150.000,150.000)	Pic(rect_5,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	
2606	't_info', 'Same' 	1 	3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_130,1.000,3.000,150.000,150.000)	Pic(rect_130,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	
2607	't_info', 'T1 Change' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_5,1.000,3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	
2608	't_info', 'Same' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	
2609	't_info', 'T1 Change' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_140,1.000,3.000,150.000,150.000)	Pic(rect_180,1.000,3.000,150.000,150.000)	Pic(rect_45,1.000,-3.000,150.000,150.000)	Pic(rect_45,1.000,-3.000,150.000,150.000)	
2610	't_info', 'Same' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_140,1.000,3.000,150.000,150.000)	Pic(rect_140,1.000,3.000,150.000,150.000)	Pic(rect_45,1.000,-3.000,150.000,150.000)	Pic(rect_45,1.000,-3.000,150.000,150.000)	
2611	't_info', 'T1 Change' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_120,1.000,3.000,150.000,150.000)	Pic(rect_20,1.000,-3.000,150.000,150.000)	Pic(rect_20,1.000,-3.000,150.000,150.000)	
2612	't_info', 'Same' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_20,1.000,-3.000,150.000,150.000)	Pic(rect_20,1.000,-3.000,150.000,150.000)	
2613	't_info', 'T1 Change' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_50,1.000,3.000,150.000,150.000)	Pic(rect_140,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	
2614	't_info', 'Same' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_50,1.000,3.000,150.000,150.000)	Pic(rect_50,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	
2615	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_20,1.000,3.000,150.000,150.000)	Pic(rect_85,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	
2616	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_20,1.000,3.000,150.000,150.000)	Pic(rect_20,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	
2617	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_60,1.000,3.000,150.000,150.000)	Pic(rect_155,1.000,-3.000,150.000,150.000)	Pic(rect_155,1.000,-3.000,150.000,150.000)	
2618	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_155,1.000,-3.000,150.000,150.000)	Pic(rect_155,1.000,-3.000,150.000,150.000)	
2619	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_50,1.000,3.000,150.000,150.000)	Pic(rect_160,1.000,3.000,150.000,150.000)	Pic(rect_35,1.000,-3.000,150.000,150.000)	Pic(rect_35,1.000,-3.000,150.000,150.000)	
2620	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_50,1.000,3.000,150.000,150.000)	Pic(rect_50,1.000,3.000,150.000,150.000)	Pic(rect_35,1.000,-3.000,150.000,150.000)	Pic(rect_35,1.000,-3.000,150.000,150.000)	
2621	't_info', 'T1 Change' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_140,1.000,3.000,150.000,150.000)	Pic(rect_10,1.000,3.000,150.000,150.000)	Pic(rect_120,1.000,-3.000,150.000,150.000)	Pic(rect_120,1.000,-3.000,150.000,150.000)	
2622	't_info', 'Same' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_140,1.000,3.000,150.000,150.000)	Pic(rect_140,1.000,3.000,150.000,150.000)	Pic(rect_120,1.000,-3.000,150.000,150.000)	Pic(rect_120,1.000,-3.000,150.000,150.000)	
2623	't_info', 'T1 Change' 	1 	4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_105,1.000,3.000,150.000,150.000)	Pic(rect_70,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	
2624	't_info', 'Same' 	1 	4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_105,1.000,3.000,150.000,150.000)	Pic(rect_105,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	
2625	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_145,1.000,3.000,150.000,150.000)	Pic(rect_30,1.000,3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	
2626	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_145,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	
2627	't_info', 'T1 Change' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_5,1.000,3.000,150.000,150.000)	Pic(rect_35,1.000,3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	
2628	't_info', 'Same' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_5,1.000,3.000,150.000,150.000)	Pic(rect_5,1.000,3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	
2629	't_info', 'T1 Change' 	1 	3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_155,1.000,3.000,150.000,150.000)	Pic(rect_30,1.000,3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	
2630	't_info', 'Same' 	1 	3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_155,1.000,3.000,150.000,150.000)	Pic(rect_155,1.000,3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	
2631	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_125,1.000,3.000,150.000,150.000)	Pic(rect_10,1.000,3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	
2632	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_125,1.000,3.000,150.000,150.000)	Pic(rect_125,1.000,3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	
2633	't_info', 'T1 Change' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_175,1.000,3.000,150.000,150.000)	Pic(rect_25,1.000,3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	
2634	't_info', 'Same' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_175,1.000,3.000,150.000,150.000)	Pic(rect_175,1.000,3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	
2635	't_info', 'T1 Change' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_115,1.000,3.000,150.000,150.000)	Pic(rect_110,1.000,3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	
2636	't_info', 'Same' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_115,1.000,3.000,150.000,150.000)	Pic(rect_115,1.000,3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	
2637	't_info', 'T1 Change' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_105,1.000,3.000,150.000,150.000)	Pic(rect_80,1.000,3.000,150.000,150.000)	Pic(rect_15,1.000,-3.000,150.000,150.000)	Pic(rect_15,1.000,-3.000,150.000,150.000)	
2638	't_info', 'Same' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_105,1.000,3.000,150.000,150.000)	Pic(rect_105,1.000,3.000,150.000,150.000)	Pic(rect_15,1.000,-3.000,150.000,150.000)	Pic(rect_15,1.000,-3.000,150.000,150.000)	
2639	't_info', 'T1 Change' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_55,1.000,3.000,150.000,150.000)	Pic(rect_105,1.000,3.000,150.000,150.000)	Pic(rect_115,1.000,-3.000,150.000,150.000)	Pic(rect_115,1.000,-3.000,150.000,150.000)	
2640	't_info', 'Same' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_55,1.000,3.000,150.000,150.000)	Pic(rect_55,1.000,3.000,150.000,150.000)	Pic(rect_115,1.000,-3.000,150.000,150.000)	Pic(rect_115,1.000,-3.000,150.000,150.000)	
2641	't_info', 'T1 Change' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_180,1.000,3.000,150.000,150.000)	Pic(rect_20,1.000,-3.000,150.000,150.000)	Pic(rect_20,1.000,-3.000,150.000,150.000)	
2642	't_info', 'Same' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_20,1.000,-3.000,150.000,150.000)	Pic(rect_20,1.000,-3.000,150.000,150.000)	
2643	't_info', 'T1 Change' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_120,1.000,3.000,150.000,150.000)	Pic(rect_110,1.000,3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	
2644	't_info', 'Same' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_120,1.000,3.000,150.000,150.000)	Pic(rect_120,1.000,3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	Pic(rect_90,1.000,-3.000,150.000,150.000)	
2645	't_info', 'T1 Change' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_65,1.000,3.000,150.000,150.000)	Pic(rect_90,1.000,3.000,150.000,150.000)	Pic(rect_125,1.000,-3.000,150.000,150.000)	Pic(rect_125,1.000,-3.000,150.000,150.000)	
2646	't_info', 'Same' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_65,1.000,3.000,150.000,150.000)	Pic(rect_65,1.000,3.000,150.000,150.000)	Pic(rect_125,1.000,-3.000,150.000,150.000)	Pic(rect_125,1.000,-3.000,150.000,150.000)	
2647	't_info', 'T1 Change' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_175,1.000,3.000,150.000,150.000)	Pic(rect_20,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	
